time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1717862018.13440251,0.00889850,9901,0.00077363,0.00000000,0,0.00000000,48266,48342,269,0.00103364
1717862018.23523998,0.00806419,9919,0.00078182,0.00000000,0,0.00000000,48342,48475,312,0.00093535
1717862018.33672214,0.00740906,9990,0.00070067,0.00000000,0,0.00000000,48475,48631,304,0.00127687
1717862018.43833113,0.00843445,10025,0.00091290,0.00000000,0,0.00000000,48631,48766,335,0.00098239
1717862018.53851557,0.04263092,9899,0.00089434,0.00000000,0,0.00000000,48766,48869,334,0.00171002
1717862018.64005423,0.00757710,9966,0.00070083,0.00000000,0,0.00000000,48869,49009,318,0.00095793
1717862018.74022698,0.00748195,9924,0.00085121,0.00000000,0,0.00000000,49009,49171,364,0.00182130
1717862018.84105635,0.24619182,9928,0.00117064,0.00000000,0,0.00000000,49171,49346,370,0.00141823
1717862018.94191861,0.00817659,9961,0.00117641,0.00000000,0,0.00000000,49346,49587,436,0.00093764
1717862019.04211831,0.00667175,9961,0.00065032,0.00000000,0,0.00000000,49587,49636,205,0.00097248
1717862019.14305067,0.00738830,9927,0.00100522,0.00000000,0,0.00000000,49636,49780,383,0.00166477
1717862019.24455714,0.00888033,9975,0.00092518,0.00000000,0,0.00000000,49780,49969,401,0.00202808
1717862019.34473205,0.00853878,9947,0.00092307,0.00000000,0,0.00000000,49969,50099,344,0.00198061
1717862019.44827414,0.00926059,9991,0.00083570,0.00000000,0,0.00000000,50099,50286,396,0.00145157
1717862019.54778051,0.00838118,9810,0.00080778,0.00000000,0,0.00000000,50286,50438,322,0.00168396
1717862019.64800358,0.00887870,9842,0.00085366,0.00000000,0,0.00000000,50438,50538,302,0.00099251
1717862019.74886990,0.00935433,9980,0.00117873,0.00000000,0,0.00000000,50538,50588,272,0.00158456
1717862019.85104203,0.00891187,9888,0.00142805,0.00000000,0,0.00000000,50588,50310,304,0.00127538
1717862019.95125794,0.00859131,9833,0.00082436,0.00000000,0,0.00000000,49788,49985,310,0.00109923
1717862020.05281878,0.00942299,9723,0.00093065,0.00000000,0,0.00000000,49985,50175,367,0.00094376
1717862020.15496778,0.01013200,9791,0.00102029,0.00000000,0,0.00000000,50175,50326,306,0.19593749
1717862020.25523734,0.00934639,9845,0.00085481,0.00000000,0,0.00000000,50326,50508,343,0.00113520
1717862020.35603809,0.00958938,9866,0.00084974,0.00000000,0,0.00000000,50508,50661,281,0.00208835
1717862020.45822811,0.00860876,9763,0.00088280,0.00000000,0,0.00000000,50661,50848,343,0.00140523
1717862020.55843353,0.00839742,9770,0.00062432,0.00000000,0,0.00000000,50848,50984,277,0.00099579
1717862020.65929174,0.00931208,9786,0.00137448,0.00000000,0,0.00000000,50984,50957,308,0.00115291
1717862020.76082110,0.00825698,9801,0.00071579,0.00000000,0,0.00000000,50835,51025,308,0.00177589
1717862020.86108947,0.00876066,9760,0.00053891,0.00000000,0,0.00000000,51025,51192,254,0.00096990
1717862020.96193266,0.00810491,9696,0.00079394,0.00000000,0,0.00000000,51192,51227,273,0.00136366
1717862021.06278944,0.00790630,9675,0.00062128,0.00000000,0,0.00000000,51227,51386,292,0.00160232
1717862021.16364837,0.00796362,9735,0.00070445,0.00000000,0,0.00000000,51386,51519,258,0.00097850
1717862021.26586747,0.00967753,9421,0.00073296,0.00000000,0,0.00000000,51519,51721,370,0.00183102
1717862021.36668086,0.01885397,9598,0.00180994,0.00000000,0,0.00000000,6537,7865,1530,0.00155069
1717862021.46755099,0.00538506,9598,0.00126658,0.00000000,0,0.00000000,7865,8268,670,0.00150249
1717862021.56974053,0.00862930,9344,0.00216777,0.00000000,0,0.00000000,8268,8942,1211,0.00138354
1717862021.66993880,0.00882093,9589,0.00162736,0.00000000,0,0.00000000,8942,9591,1060,0.00143776
1717862021.77081728,0.00770145,9584,0.00167557,0.00000000,0,0.00000000,9591,9954,871,0.00098709
1717862021.87234545,0.00776079,9531,0.00135354,0.00000000,0,0.00000000,9954,10511,842,0.00105895
1717862021.97255039,0.00855935,9469,0.00163106,0.00000000,0,0.00000000,10511,10964,827,0.00183856
1717862022.07473922,0.00866798,9498,0.00202491,0.00000000,0,0.00000000,10964,11280,882,0.00152533
1717862022.17693114,0.00781946,9533,0.00137092,0.00000000,0,0.00000000,11280,11778,788,0.00096894
1717862022.27713799,0.00808012,9498,0.00137131,0.00000000,0,0.00000000,11778,12177,787,0.00147594
1717862022.38092017,0.00824421,9346,0.00138007,0.00000000,0,0.00000000,12177,12487,700,0.00126573
1717862022.47955203,0.00846651,9316,0.00137597,0.00000000,0,0.00000000,12273,13021,776,0.00093541
1717862022.57973170,0.00763150,9372,0.00099469,0.00000000,0,0.00000000,12056,12471,629,0.00206939
1717862022.68125510,0.00749943,9303,0.00102435,0.00000000,0,0.00000000,12471,12896,647,0.00201545
1717862022.78212047,0.00820445,9519,0.00114827,0.00000000,0,0.00000000,12896,13388,727,0.00142592
1717862022.88306117,0.00809954,9385,0.00109048,0.00000000,0,0.00000000,13388,13799,663,0.00091470
1717862022.98452425,0.00850102,9355,0.00137371,0.00000000,0,0.00000000,13799,14201,772,0.00091625
1717862023.08608198,0.00949500,9388,0.00213716,0.00000000,0,0.00000000,14201,14768,1101,0.00122549
1717862023.18692780,0.00799624,9450,0.00151230,0.00000000,0,0.00000000,14768,15289,878,0.00130289
1717862023.28847718,0.00882718,9506,0.00147870,0.00000000,0,0.00000000,15289,15696,802,0.00132924
1717862023.38932300,0.00884065,9438,0.00148442,0.00000000,0,0.00000000,15696,16081,835,0.00167140
1717862023.49085045,0.00830671,9506,0.00147653,0.00000000,0,0.00000000,16081,16411,677,0.00111606
1717862023.59238005,0.00788557,9537,0.00149036,0.00000000,0,0.00000000,16411,16847,752,0.00124794
1717862023.69257092,0.00804777,9512,0.00121218,0.00000000,0,0.00000000,16847,17258,695,0.00175406
1717862023.79412794,0.00837749,9544,0.00154804,0.00000000,0,0.00000000,17258,17597,785,0.00196951
1717862023.89630771,0.00855184,9521,0.00135444,0.00000000,0,0.00000000,17597,17815,585,0.00125091
1717862023.99653292,0.00755367,9378,0.00113970,0.00000000,0,0.00000000,17815,18160,620,0.00155232
1717862024.09807134,0.00861417,9356,0.00123225,0.00000000,0,0.00000000,18160,18431,579,0.00108021
1717862024.20022321,0.00719005,9431,0.00099326,0.00000000,0,0.00000000,18431,18696,565,0.00149188
1717862024.30045176,0.00731547,9382,0.00097819,0.00000000,0,0.00000000,18696,18893,516,0.00095137
1717862024.40196013,0.00841818,9347,0.00131118,0.00000000,0,0.00000000,18893,19184,630,0.00155150
1717862024.50281858,0.00886022,9384,0.00115802,0.00000000,0,0.00000000,19184,19460,602,0.00150063
1717862024.60301995,0.00930409,9405,0.00125251,0.00000000,0,0.00000000,19460,19747,689,0.00162921
1717862024.70457649,0.00893808,9378,0.00136336,0.00000000,0,0.00000000,19747,20053,775,0.00098685
1717862024.80609655,0.00960258,9471,0.00238644,0.00000000,0,0.00000000,20053,20305,824,0.00142251
1717862024.90635633,0.00776766,9399,0.00146918,0.00000000,0,0.00000000,20305,20469,708,0.00134717
1717862025.00717235,0.00787506,9290,0.00133483,0.00000000,0,0.00000000,20469,20719,629,0.00146267
1717862025.10868073,0.00805488,9364,0.00104352,0.00000000,0,0.00000000,20719,21055,573,0.00127170
1717862025.20890164,0.00867095,9465,0.00147585,0.00000000,0,0.00000000,21055,21391,708,0.00140246
1717862025.31044292,0.00896454,9442,0.00115468,0.00000000,0,0.00000000,21391,21600,575,0.00095013
1717862025.41267872,0.00875130,9350,0.00099631,0.00000000,0,0.00000000,21600,21839,496,0.00117648
1717862025.51280308,0.00786429,9411,0.00114951,0.00000000,0,0.00000000,21839,22017,519,0.00141726
1717862025.61370683,0.00815185,9475,0.00118479,0.00000000,0,0.00000000,22017,22209,556,0.00095099
1717862025.71528673,0.00895667,9501,0.00103973,0.00000000,0,0.00000000,22209,22498,550,0.00118792
1717862025.81543851,0.00841061,9523,0.00104269,0.00000000,0,0.00000000,22498,22753,515,0.00177091
1717862025.91698050,0.00854736,9502,0.00115966,0.00000000,0,0.00000000,22458,22651,543,0.00092306
1717862026.01846194,0.00857662,9300,0.00155360,0.00000000,0,0.00000000,22651,22878,743,0.00096661
1717862026.11868477,0.00854702,9347,0.00124744,0.00000000,0,0.00000000,22878,23156,625,0.00165627
1717862026.22086573,0.00927750,9327,0.00144308,0.00000000,0,0.00000000,23156,23538,716,0.00148244
1717862026.32171988,0.00949814,9313,0.00123827,0.00000000,0,0.00000000,23538,23876,665,0.00179213
1717862026.42258596,0.00940653,9208,0.00141207,0.00000000,0,0.00000000,23876,24200,665,0.00135856
1717862026.52477860,0.01019588,9337,0.00219054,0.00000000,0,0.00000000,24200,24435,858,0.00092163
1717862026.62565899,0.00852157,9364,0.00137545,0.00000000,0,0.00000000,24166,24589,714,0.00099840
1717862026.72589445,0.00886263,9447,0.00121523,0.00000000,0,0.00000000,24589,24836,582,0.00131058
1717862026.82738018,0.00882196,9559,0.00133708,0.00000000,0,0.00000000,24836,25228,672,0.00154149
1717862026.92758369,0.00843536,9475,0.00108138,0.00000000,0,0.00000000,25228,25543,534,0.00144737
1717862027.02910662,0.00805437,9428,0.00110516,0.00000000,0,0.00000000,25543,25780,542,0.00106308
1717862027.13064241,0.00784355,9375,0.00111356,0.00000000,0,0.00000000,25780,26096,568,0.00173054
1717862027.23084450,0.00945188,9352,0.00130422,0.00000000,0,0.00000000,26096,26321,538,0.00105995
1717862027.33236814,0.00761639,9433,0.00110045,0.00000000,0,0.00000000,26321,26599,506,0.00144912
1717862027.43392491,0.00852454,9398,0.00118188,0.00000000,0,0.00000000,26599,26774,483,0.00146210
1717862027.53415322,0.00865529,9377,0.00130598,0.00000000,0,0.00000000,26774,26961,521,0.00167498
1717862027.63566804,0.00916999,9459,0.00121447,0.00000000,0,0.00000000,26961,27256,601,0.00106775
1717862027.73716259,0.00997958,9399,0.00170530,0.00000000,0,0.00000000,27256,27523,592,0.00125420
1717862027.83739471,0.00937724,9413,0.00103096,0.00000000,0,0.00000000,27523,27837,518,0.00168676
1717862027.93890405,0.00919920,9480,0.00103930,0.00000000,0,0.00000000,27837,28114,537,0.00138660
1717862028.04045177,0.00813877,9423,0.00097387,0.00000000,0,0.00000000,28114,28366,466,0.00157975
1717862028.14062452,0.00944721,9422,0.00123334,0.00000000,0,0.00000000,28366,28637,580,0.00121628
1717862028.24214959,0.00916864,9429,0.00141641,0.00000000,0,0.00000000,28637,28878,613,0.00093905
1717862028.34302473,0.00989881,9424,0.00166765,0.00000000,0,0.00000000,28878,29107,536,0.00127465
1717862028.44388604,0.00784295,9396,0.00095692,0.00000000,0,0.00000000,29107,29313,470,0.00086784
1717862028.54475069,0.00840774,9294,0.00107776,0.00000000,0,0.00000000,29313,29612,538,0.00092022
1717862028.64631915,0.00852234,9202,0.00099039,0.00000000,0,0.00000000,29612,29771,454,0.00152583
1717862028.74717474,0.00928311,9316,0.00137889,0.00000000,0,0.00000000,29771,29911,508,0.00156973
1717862028.84868479,0.00876428,9322,0.00101123,0.00000000,0,0.00000000,29911,30130,479,0.00160399
1717862028.94956732,0.00922351,9300,0.00106556,0.00000000,0,0.00000000,30130,30364,502,0.00116721
1717862029.05042696,0.00784137,9229,0.00102142,0.00000000,0,0.00000000,30364,30612,509,0.00104866
1717862029.15193701,0.00899996,9036,0.00102075,0.00000000,0,0.00000000,30612,30768,443,0.00148842
1717862029.25216937,0.00901624,9133,0.00110205,0.00000000,0,0.00000000,30768,30877,431,0.00094813
1717862029.35377407,0.00855610,9172,0.00087017,0.00000000,0,0.00000000,30877,31094,439,0.00128641
1717862029.45453739,0.00897514,9207,0.00099741,0.00000000,0,0.00000000,31094,31276,455,0.00146440
1717862029.55475998,0.00920802,9171,0.00208643,0.00000000,0,0.00000000,31276,31263,557,0.00105013
1717862029.65561056,0.00902052,9177,0.00109994,0.00000000,0,0.00000000,31263,31503,528,0.00107049
1717862029.75714302,0.00871688,9222,0.00154217,0.00000000,0,0.00000000,31503,31682,537,0.00207446
1717862029.85737824,0.00795282,9346,0.00110770,0.00000000,0,0.00000000,31682,31893,471,0.00102627
1717862029.95821714,0.00964697,9388,0.00147617,0.00000000,0,0.00000000,31893,31978,459,0.00098641
1717862030.06043816,0.01069183,9330,0.00209274,0.00000000,0,0.00000000,31606,31997,495,0.00096988
1717862030.16062140,0.00999688,9310,0.00120217,0.00000000,0,0.00000000,30839,31180,496,0.00089411
1717862030.26213241,0.00961569,9279,0.00114381,0.00000000,0,0.00000000,31180,31584,563,0.00122779
1717862030.36368370,0.00882504,9300,0.00143312,0.00000000,0,0.00000000,31584,32047,643,0.00135668
1717862030.46386051,0.01074201,9414,0.00186705,0.00000000,0,0.00000000,31697,31807,800,0.00144555
1717862030.56538081,0.00957619,9308,0.00159763,0.00000000,0,0.00000000,31807,32336,752,0.00159841
1717862030.66693735,0.00936023,9178,0.00122151,0.00000000,0,0.00000000,32072,32566,689,0.00106313
1717862030.77035213,0.00598774,9178,0.00084931,0.00000000,0,0.00000000,32566,32693,325,0.00092806
1717862030.86867714,0.00777365,9281,0.00099286,0.00000000,0,0.00000000,32693,33034,530,0.00120852
1717862030.97086644,0.00910176,9188,0.00131115,0.00000000,0,0.00000000,33034,33497,942,0.00133706
1717862031.07108784,0.00908152,9344,0.00107797,0.00000000,0,0.00000000,33497,33830,579,0.00102243
1717862031.17324948,0.00564755,9344,0.00068641,0.00000000,0,0.00000000,33830,33886,260,0.00116416
1717862031.27478194,0.00814960,9315,0.00119873,0.00000000,0,0.00000000,33886,34197,538,0.00103369
1717862031.37496591,0.02913786,9301,0.00099999,0.00000000,0,0.00000000,14848,15641,837,0.00127971
1717862031.47649860,0.00823565,9333,0.00107324,0.00000000,0,0.00000000,15641,16272,744,0.00100531
1717862031.57803750,0.01515526,9216,0.00101005,0.00000000,0,0.00000000,16272,16772,677,0.00089706
1717862031.67827320,0.00790108,9185,0.00097064,0.00000000,0,0.00000000,16772,17085,560,0.00161702
1717862031.78132463,0.00875213,9153,0.00098669,0.00000000,0,0.00000000,17085,17436,595,0.00172878
1717862031.88130116,0.00812221,9092,0.00117645,0.00000000,0,0.00000000,17436,17790,607,0.00167762
1717862031.98151469,0.00867125,9264,0.00092123,0.00000000,0,0.00000000,17790,18065,493,0.00114507
1717862032.08373761,0.00766969,9072,0.00083735,0.00000000,0,0.00000000,18065,18280,448,0.00146267
1717862032.18522573,0.00774119,9159,0.00088328,0.00000000,0,0.00000000,18280,18530,495,0.00091928
1717862032.28544521,0.00949121,9201,0.00119572,0.00000000,0,0.00000000,18530,18807,574,0.00089196
1717862032.38700247,0.00909982,9126,0.00090198,0.00000000,0,0.00000000,18807,19048,467,0.00202852
1717862032.48850656,0.00784683,9240,0.00078910,0.00000000,0,0.00000000,19048,19334,476,0.00205719
1717862032.58873749,0.00695815,9100,0.00088316,0.00000000,0,0.00000000,19334,19502,448,0.00086939
1717862032.69089079,0.00808882,8993,0.00090130,0.00000000,0,0.00000000,19502,19652,408,0.00087383
1717862032.79308105,0.00851377,9238,0.00086112,0.00000000,0,0.00000000,19652,19854,459,0.00092273
1717862032.89329147,0.00913078,9174,0.00113274,0.00000000,0,0.00000000,19854,20061,512,0.00102911
1717862032.99415946,0.00701644,9226,0.00077848,0.00000000,0,0.00000000,20061,20216,408,0.00155787
1717862033.09567618,0.00796950,9321,0.00093549,0.00000000,0,0.00000000,20216,20445,507,0.00170012
1717862033.19587970,0.00855766,9184,0.00104363,0.00000000,0,0.00000000,20445,20640,535,0.00091498
1717862033.29739189,0.00820311,9252,0.00112296,0.00000000,0,0.00000000,20640,20829,538,0.00089310
1717862033.39826012,0.00808626,9270,0.00092116,0.00000000,0,0.00000000,20829,21061,497,0.00160936
1717862033.49913597,0.00903878,9265,0.00117179,0.00000000,0,0.00000000,21061,21196,477,0.00175801
1717862033.60131741,0.00810403,9213,0.00093629,0.00000000,0,0.00000000,21196,21395,486,0.00140830
1717862033.70153975,0.00750204,9122,0.00093201,0.00000000,0,0.00000000,21395,21598,512,0.00092453
1717862033.80306864,0.00752380,9172,0.00101623,0.00000000,0,0.00000000,21598,21855,538,0.00109040
1717862033.90392733,0.00810376,9192,0.00099943,0.00000000,0,0.00000000,21855,22013,488,0.00149651
1717862034.00483584,0.00915230,9189,0.00126322,0.00000000,0,0.00000000,22013,22152,523,0.00113236
1717862034.10565853,0.00790848,9212,0.00103332,0.00000000,0,0.00000000,22152,22280,492,0.00129075
1717862034.20651722,0.00885162,9161,0.00117489,0.00000000,0,0.00000000,22280,22437,501,0.00091927
1717862034.30672216,0.00762072,9192,0.00086063,0.00000000,0,0.00000000,22437,22685,443,0.00102135
1717862034.40757918,0.00763388,9261,0.00087721,0.00000000,0,0.00000000,22685,22891,449,0.00115660
1717862034.50914764,0.00785714,9384,0.00105093,0.00000000,0,0.00000000,22891,23065,465,0.00124547
1717862034.60936809,0.00860971,9311,0.00105418,0.00000000,0,0.00000000,23065,23210,453,0.00122809
1717862034.71088886,0.00824771,9190,0.00080725,0.00000000,0,0.00000000,23210,23383,428,0.00161416
1717862034.81240559,0.00758203,9277,0.00104772,0.00000000,0,0.00000000,23383,23454,472,0.00102809
1717862034.91260862,0.00840530,9278,0.00094007,0.00000000,0,0.00000000,23454,23678,471,0.00090565
1717862035.01485467,0.00812864,9271,0.00111909,0.00000000,0,0.00000000,23678,23819,490,0.00140540
1717862035.11566901,0.00778099,9372,0.00097671,0.00000000,0,0.00000000,23819,23985,469,0.00088231
1717862035.21583867,0.00836509,9255,0.00098918,0.00000000,0,0.00000000,23985,24138,478,0.00111708
1717862035.31738710,0.00927044,9245,0.00153980,0.00000000,0,0.00000000,24138,24099,504,0.00150237
1717862035.41893029,0.00725591,9296,0.00091965,0.00000000,0,0.00000000,24099,24351,466,0.00161693
1717862035.51912975,0.00724643,9374,0.00096097,0.00000000,0,0.00000000,24351,24551,462,0.00150762
1717862035.62066841,0.00774452,9329,0.00099370,0.00000000,0,0.00000000,24551,24666,438,0.00156438
1717862035.72219729,0.00839030,9342,0.00116089,0.00000000,0,0.00000000,24666,24862,538,0.00089463
1717862035.82237816,0.00892202,9418,0.00116489,0.00000000,0,0.00000000,24862,25023,492,0.00098746
1717862035.92323518,0.00846485,9449,0.00106961,0.00000000,0,0.00000000,25023,25199,461,0.00174039
1717862036.02542543,0.00864136,9455,0.00179863,0.00000000,0,0.00000000,25199,25235,493,0.00136275
1717862036.12565255,0.00747610,9407,0.00129965,0.00000000,0,0.00000000,24954,25181,576,0.00154363
1717862036.22649121,0.00863004,9503,0.00129260,0.00000000,0,0.00000000,25181,25454,564,0.00167680
1717862036.32806373,0.00862924,9538,0.00113845,0.00000000,0,0.00000000,25454,25725,579,0.00115654
1717862036.42825365,0.00839336,9518,0.00162952,0.00000000,0,0.00000000,25725,25822,685,0.00113650
1717862036.52909780,0.00726503,9514,0.00095020,0.00000000,0,0.00000000,25822,26081,475,0.00127509
1717862036.62997580,0.00770777,9443,0.00087978,0.00000000,0,0.00000000,26081,26257,396,0.00122037
1717862036.73016286,0.00805791,9455,0.00085279,0.00000000,0,0.00000000,26257,26449,422,0.00104411
1717862036.83172488,0.00820344,9678,0.00116500,0.00000000,0,0.00000000,26449,26569,443,0.00112731
1717862036.93259788,0.00816955,9567,0.00096030,0.00000000,0,0.00000000,26569,26753,479,0.00166584
1717862037.03346443,0.00952861,9563,0.00119083,0.00000000,0,0.00000000,26753,26983,501,0.00089011
1717862037.13495040,0.00866527,9522,0.00122213,0.00000000,0,0.00000000,26983,27179,511,0.00144843
1717862037.23516369,0.00883619,9501,0.00158165,0.00000000,0,0.00000000,27179,27347,581,0.00142674
1717862037.33671927,0.00753825,9532,0.00106792,0.00000000,0,0.00000000,27347,27527,501,0.00136709
1717862037.43820310,0.00838703,9491,0.00124839,0.00000000,0,0.00000000,27527,27681,521,0.00115508
1717862037.53843021,0.00856503,9467,0.00102693,0.00000000,0,0.00000000,27681,27859,468,0.00086166
1717862037.64062762,0.00806717,9571,0.00087520,0.00000000,0,0.00000000,27859,27982,388,0.00137001
1717862037.74220133,0.00787711,9575,0.00085563,0.00000000,0,0.00000000,27982,28139,410,0.00098940
1717862037.84235406,0.00837534,9578,0.00113072,0.00000000,0,0.00000000,28139,28381,560,0.00129781
1717862037.94388270,0.00835984,9717,0.00081693,0.00000000,0,0.00000000,28381,28585,422,0.00089252
1717862038.04542470,0.00739089,9594,0.00102639,0.00000000,0,0.00000000,28585,28736,458,0.00137096
1717862038.14562559,0.00849926,9545,0.00122611,0.00000000,0,0.00000000,28736,28978,610,0.00171037
1717862038.24648547,0.00878533,9667,0.00144793,0.00000000,0,0.00000000,28978,29219,688,0.00113690
1717862038.34803462,0.00909665,9513,0.00181050,0.00000000,0,0.00000000,29219,29511,741,0.00107528
1717862038.44821668,0.00841979,9571,0.00122859,0.00000000,0,0.00000000,28778,29086,540,0.00147147
1717862038.54971933,0.00862421,9609,0.00143565,0.00000000,0,0.00000000,29086,29301,539,0.00099236
1717862038.65059543,0.00908970,9596,0.00133172,0.00000000,0,0.00000000,29301,29598,610,0.00092919
1717862038.75079012,0.00908808,9596,0.00112177,0.00000000,0,0.00000000,29598,29905,550,0.00120424
1717862038.85234809,0.00844607,9664,0.00119284,0.00000000,0,0.00000000,29905,30253,633,0.00092496
1717862038.95322728,0.00939298,9601,0.00150819,0.00000000,0,0.00000000,30253,30561,623,0.00130758
1717862039.05405712,0.00777452,9482,0.00112419,0.00000000,0,0.00000000,30561,30759,502,0.00132970
1717862039.15624499,0.00815057,9503,0.00131147,0.00000000,0,0.00000000,30759,31033,579,0.00151149
1717862039.25647569,0.00828404,9599,0.00133719,0.00000000,0,0.00000000,31033,31339,641,0.00133728
1717862039.35732603,0.00916185,9624,0.00143696,0.00000000,0,0.00000000,31339,31509,509,0.00104777
1717862039.45884681,0.00841826,9580,0.00097762,0.00000000,0,0.00000000,31509,31696,470,0.00162559
1717862039.55904555,0.00787655,9604,0.00098828,0.00000000,0,0.00000000,31696,31889,427,0.00090039
1717862039.65994620,0.00760084,9710,0.00093258,0.00000000,0,0.00000000,31889,32035,432,0.00155359
1717862039.76148677,0.00989122,9705,0.00103231,0.00000000,0,0.00000000,32035,32242,432,0.00112680
1717862039.86166048,0.00799485,9787,0.00084658,0.00000000,0,0.00000000,32242,32429,425,0.00096805
1717862039.96320605,0.00828079,9799,0.00090966,0.00000000,0,0.00000000,32138,32367,424,0.00164908
1717862040.06473136,0.00912065,9657,0.00129638,0.00000000,0,0.00000000,32367,32504,459,0.00164198
1717862040.16490149,0.00829160,9743,0.00096003,0.00000000,0,0.00000000,32504,32706,455,0.00132243
1717862040.26579595,0.00838912,9704,0.00107174,0.00000000,0,0.00000000,32706,32834,476,0.00158996
1717862040.36797619,0.00882200,9418,0.00102577,0.00000000,0,0.00000000,32834,33120,540,0.00089625
1717862040.46821022,0.00890046,9684,0.00131886,0.00000000,0,0.00000000,33120,33269,486,0.00146979
1717862040.56970215,0.00612810,9684,0.00068947,0.00000000,0,0.00000000,33062,33104,241,0.00090147
1717862040.67192841,0.00851860,9464,0.00129440,0.00000000,0,0.00000000,33104,33312,614,0.00091493
1717862040.77212024,0.00900553,9731,0.00136621,0.00000000,0,0.00000000,33312,33513,508,0.00142342
1717862040.87300515,0.00774867,9644,0.00085127,0.00000000,0,0.00000000,33513,33739,413,0.00155551
1717862040.97384667,0.00909090,9612,0.00110349,0.00000000,0,0.00000000,33739,33939,429,0.00155789
1717862041.07402658,0.00926525,9626,0.00130813,0.00000000,0,0.00000000,33939,34027,399,0.00136713
1717862041.17555261,0.00962824,9608,0.00119104,0.00000000,0,0.00000000,34027,34201,377,0.00137870
1717862041.27646470,0.00822040,9573,0.00085312,0.00000000,0,0.00000000,33957,34114,367,0.00120172
1717862041.37667203,0.03043229,9573,0.00097693,0.00000000,0,0.00000000,15268,15941,724,0.00130815
1717862041.47882938,0.00705677,9544,0.00084895,0.00000000,0,0.00000000,15941,16424,602,0.00127109
1717862041.58039427,0.00718657,9642,0.00086212,0.00000000,0,0.00000000,16424,16820,531,0.00114624
1717862041.68057466,0.00764590,9710,0.00088730,0.00000000,0,0.00000000,16820,17201,535,0.00127532
1717862041.78212190,0.00759892,9477,0.00074878,0.00000000,0,0.00000000,17201,17488,457,0.00215736
1717862041.88360453,0.00739658,9572,0.00085511,0.00000000,0,0.00000000,17488,17799,497,0.00164256
1717862041.98383760,0.00741065,9658,0.00084969,0.00000000,0,0.00000000,17799,18125,524,0.00093118
1717862042.08536601,0.00737411,9594,0.00090385,0.00000000,0,0.00000000,18125,18382,504,0.00097978
1717862042.18620157,0.00820942,9552,0.00083458,0.00000000,0,0.00000000,18382,18692,503,0.00166007
1717862042.28773451,0.00786642,9468,0.00094896,0.00000000,0,0.00000000,18692,18972,535,0.00105083
1717862042.38930392,0.00819266,9430,0.00094901,0.00000000,0,0.00000000,18972,19216,507,0.00159783
1717862042.49012733,0.00730463,9553,0.00092156,0.00000000,0,0.00000000,19216,19471,520,0.00147419
1717862042.59101152,0.00823811,9619,0.00086335,0.00000000,0,0.00000000,19471,19720,479,0.00089915
1717862042.69253063,0.00806418,9647,0.00082222,0.00000000,0,0.00000000,19720,19978,456,0.00126884
1717862042.79274917,0.00969593,9478,0.00121651,0.00000000,0,0.00000000,19978,20228,467,0.00112570
1717862042.89426565,0.00835748,9522,0.00122981,0.00000000,0,0.00000000,20228,20423,613,0.00101938
1717862042.99687243,0.01518351,9636,0.00110092,0.00000000,0,0.00000000,20423,20746,625,0.00161310
1717862043.09665275,0.00799168,9527,0.00117130,0.00000000,0,0.00000000,20746,20980,592,0.00103766
1717862043.19751239,0.00773414,9500,0.00095925,0.00000000,0,0.00000000,20980,21230,512,0.00092496
1717862043.30006433,0.00799794,9515,0.00096004,0.00000000,0,0.00000000,21230,21510,540,0.00152812
1717862043.39862156,0.00859977,9560,0.00122117,0.00000000,0,0.00000000,21510,21801,627,0.00158460
1717862043.50014853,0.00859297,9667,0.00132210,0.00000000,0,0.00000000,21801,22159,764,0.00153149
1717862043.60165262,0.00817474,9786,0.00113116,0.00000000,0,0.00000000,22159,22494,738,0.00146497
1717862043.70186138,0.00791967,9649,0.00111538,0.00000000,0,0.00000000,22494,22835,622,0.00169592
1717862043.80344367,0.00796503,9662,0.00108734,0.00000000,0,0.00000000,22835,23070,521,0.00137772
1717862043.90569019,0.00819074,9818,0.00105002,0.00000000,0,0.00000000,23070,23348,517,0.00121722
1717862044.00577807,0.00776736,9742,0.00108630,0.00000000,0,0.00000000,23348,23566,499,0.00154995
1717862044.10730076,0.00754415,9769,0.00109846,0.00000000,0,0.00000000,23566,23730,499,0.00098722
1717862044.20819998,0.00792588,9766,0.00135712,0.00000000,0,0.00000000,23730,23853,463,0.00097506
1717862044.30839252,0.00825387,9794,0.00108063,0.00000000,0,0.00000000,23853,24057,544,0.00145828
1717862044.41062450,0.00858354,9827,0.00095664,0.00000000,0,0.00000000,23895,24178,519,0.00107080
1717862044.51211262,0.00869124,9918,0.00117261,0.00000000,0,0.00000000,24178,24402,510,0.00089857
1717862044.61231232,0.00815829,9846,0.00123572,0.00000000,0,0.00000000,24402,24601,526,0.00154141
1717862044.71322346,0.00829326,9681,0.00126802,0.00000000,0,0.00000000,24601,24695,527,0.00099672
1717862044.81472349,0.00905550,9788,0.00119720,0.00000000,0,0.00000000,24695,24937,505,0.00123029
1717862044.91489363,0.00786644,9794,0.00098298,0.00000000,0,0.00000000,24937,25168,470,0.00126553
1717862045.01641917,0.00749728,9883,0.00101677,0.00000000,0,0.00000000,25168,25359,469,0.00094924
1717862045.11795712,0.00809331,9766,0.00088880,0.00000000,0,0.00000000,25359,25650,471,0.00096133
